locus	tumor.female1	tumor.female2	tumor.female3	tumor.female4	tumor.female5	tumor.male1	tumor.male2	tumor.male3	tumor.male4	tumor.male5
1:1-100	-1.76490373835669	-0.19819312932583	0.00199507650323768	-0.353865144671868	-0.118977314261174	0.473645113301305	-0.27457142422712	1.05766463066854	-0.0409143830121558	-0.162384252426299
1:501-600	-1.18572460738811	0.111647007924787	0.203666914560666	0.359513888633454	0.438494223410772	0.356260006080104	-0.738653051985146	1.0754678002361	0.0413232474122416	0.182083087107697
1:1001-1100	-1.63163979225508	0.226388241873069	-0.0466195994005407	-0.189271560980236	-0.0907627871912164	0.161248194105606	-0.179938017100962	0.887378087688472	-0.418096846702029	-0.267882188764795
1:1501-1600	-1.00472128328688	-0.594065737281863	-0.400413677018986	0.13240256889538	0.697032751980616	0.0449859899109812	-0.397016942037501	0.995886948966237	0.161751919572186	0.280619280919429
1:2001-2100	-0.992782452744824	-0.574126385595586	-0.181746035686256	0.432499278458361	-0.447664774851969	0.0596893691854444	-0.321359094744552	1.55847609246878	0.076259796988595	0.211231518101933
1:2501-2600	-0.642516934661339	-0.0377243963076846	-0.254534462266803	0.172541025284727	-0.134628657500846	-0.148721936811255	0.34771499770566	0.526140187906761	-0.160777692408056	0.189238286734815
1:3001-3100	-0.969901308207476	0.0177640682639809	0.0319551294838679	-0.00540898163591499	-0.0614720906751779	-0.119909101638017	0.408572003131324	1.44241095850472	-0.460153645671672	0.390314188629875
1:3501-3600	-0.958846699267582	0.25317698445069	0.117375935930345	0.172418417501874	0.177683230634708	-0.335249323897981	0.82153670771897	0.797068071211723	0.0872264232403158	0.344278858517664
1:4001-4100	-0.788587924048322	0.211725959097938	0.034083816948852	0.25506791816279	-0.133934586054777	-0.166951962307391	0.47591496427635	1.02164058146368	-0.115674837411869	-0.217721402482419
1:4501-4600	-1.25525719040982	-0.109980209854957	0.618546584884072	0.118431845443752	0.0356723698448077	0.0819201548194481	0.466675962005055	0.609178851076549	0.100867647230817	-0.432657163450663
1:5001-5100	-1.29266197632968	0.350505951258071	0.0774897361623957	0.193710836286329	-0.0181652350076158	0.234994287339192	0.439258908987754	1.64810968621208	-0.293887133063082	0.322545707988745
1:5501-5600	-1.04444786798248	0.843291773510727	0.504029934536311	0.256085248041916	-0.43528344580872	0.481294152578071	-0.751333198521688	1.12098230693957	-0.430158653540476	0.0627470571370388
1:6001-6100	-0.8729519403525	-0.33188253666094	0.343880481888577	0.812354641360075	-0.0718319237792415	0.614191317609563	0.623083600910875	0.699929378011244	0.208303576821097	0.269466362325046
1:6501-6600	-0.547324187252885	0.123703530489561	-0.0756937374233194	-0.227399634661787	0.117843023803982	-0.120327426058441	0.132998967298852	1.49355610005994	0.333973004256514	-0.217604353507446
1:7001-7100	-1.19463825523856	0.281055338852044	-0.71549948125394	-0.00444807617639368	0.458289280689541	-0.215743595218874	0.527033562942242	1.59232044744246	-0.480092244919418	-0.0925783585310034
1:7501-7600	-1.00945781126339	-0.0102339572363233	0.0687822734029254	-0.318852208072864	-0.0548923800932565	0.086025684130036	0.0875480138457	0.834095619298452	0.212974131078213	-0.530243189560654
1:8001-8100	-1.4587781963071	0.142410359951497	0.19193918936071	0.305452172649666	-0.18209550063413	-0.156279617014203	-0.0618287018937543	0.9267696780901	-0.52228480082731	-0.690208391441616
1:8501-8600	-1.0662377235541	-0.00924393410635338	0.0775392936879247	-0.291515872637815	-0.0427189841618375	-0.0581147948530347	-0.115060441830463	1.35862201777944	0.281640985173382	0.316873707632639
1:9001-9100	-1.07996329255188	-0.010549924475024	0.243013497234097	-0.68939141763292	0.552283152038814	-0.258010195909208	-0.101439285491147	1.47106686528069	-0.514516735318644	0.0364484252644914
1:9501-9600	-1.10555490628781	-0.242676429219512	0.303146528137298	-0.0966097261007891	0.336670640480444	0.577864135554	-0.0646482048613932	1.12890575786131	0.185202496071204	0.328865717592991
1:10001-10100	-0.773495830659145	0.30214575022346	-0.36405629493901	-0.162692058232343	0.380165340706508	0.0157983729497882	-0.100963993466388	0.642971737133787	-0.150277791060732	-0.0812227121697646
1:10501-10600	-0.822107975992127	0.251282506842114	-0.0949767379649019	0.407930032479736	-0.0897188015120337	-0.354046320791952	-0.0348567860601447	0.945932079131039	-0.569341308112887	0.328020360848095
1:11001-11100	-1.11915014931584	-0.567897631866576	0.269660970229167	0.339206733942436	-0.0418040040656472	-0.372696620528254	-0.0720156067224112	1.046866357532	-0.0778283804267447	0.262755546687972
1:11501-11600	-0.586039816169474	-0.152869482714051	0.145344021256826	0.380174065093443	0.120834642961253	0.145858871902606	-0.455725505668527	0.408890777809753	-0.0472226848955064	-0.243707488367375
1:12001-12100	-0.367928667084492	-0.0386440610870084	0.0470578871643854	-0.263333291976334	0.45521021846532	0.136955794154543	0.763664546013502	1.61922132341573	-0.179482732270314	-0.163403054843819
1:12501-12600	-1.29550602481033	0.314292445817067	0.358428224234831	0.864906543158536	0.0558051385051733	-0.0360459682761853	-0.431723773924769	0.714008281598843	-0.32664738378026	0.288831962270754
1:13001-13100	-1.06116410636049	0.198955529641893	0.0816462699798841	-0.286266395500826	-0.173644709595515	-0.131484945623276	0.616287505246728	0.503891216166091	-0.0939234024384384	0.370487373632952
1:13501-13600	-0.957374939672334	-0.20042277797315	0.00490618174207694	-0.280293335744301	-0.218757997806139	-0.716881853029534	-0.233735728437702	1.00516824291747	-0.385507958666198	0.553717550905092
1:14001-14100	-1.30265406501674	0.162948776711678	0.0940967452804916	-0.458911103905135	-0.274133614341684	-0.0375546309550882	0.0447626521907711	0.878720169731565	-0.407322119630547	-0.0788477788860745
1:14501-14600	-1.05697134195154	-0.276998424316727	-0.307759231358708	0.215952215757476	0.153750301060135	0.201504271559007	-0.18729768322261	0.993873538907972	0.299239400352478	-0.16673921631729
1:15001-15100	-0.756805327972062	-0.442251322704012	0.419649229434112	-0.290232250735062	-0.364793946382501	-0.0533308541391602	-0.30450641200131	0.667559491606037	-0.397341530572116	-0.206082839860624
1:15501-15600	-1.24381024336334	-0.404319611262646	-0.206596893018817	0.408318834615969	0.0514818321864365	0.0515070987300172	-0.421431346209049	1.26147802728995	0.353511050747943	0.0814692055593819
1:16001-16100	-0.96065617934106	-0.572881795662248	-0.0343497970586894	0.0910278706577526	-0.253983610713964	-0.289211652012446	-0.121214018084335	0.72506415996246	0.501003912376751	0.894482665298955
1:16501-16600	-0.650774188011245	-0.169141523718673	-0.0578987941249028	-0.0584732869473525	0.616811060484018	0.191234125635368	0.390632962914193	1.03251986272283	-0.41650874208958	-0.0886673350137128
1:17001-17100	-1.37908846373949	0.430675566018216	-0.107375977887347	-0.0856907709482481	0.109150778412428	0.234549870612035	0.135109812568629	1.13015893972867	-0.132847401514861	0.390302616786133
1:17501-17600	-0.959568303036295	-0.0702821575469958	0.0389396489741025	-0.268602269171303	0.236927569076357	0.247445371341756	0.118251961625558	1.19054002553827	-0.197111986868434	0.423653793431386
1:18001-18100	-1.51396299902795	-0.312304411489039	-0.297476185805493	0.282458572936409	-0.122018147714593	0.247886248768522	-0.00050417782519736	0.918930482817546	0.0749869640268488	0.214839119112856
1:18501-18600	-0.89322870613671	0.0456299668853373	0.13282733582501	-0.00677355666627691	-0.0164706120384751	0.191972296227346	-0.26309523162693	1.17429821958714	-0.0261687963120312	0.206417094589645
1:19001-19100	-1.11981454090753	0.244645383210367	-0.0864908777464754	0.0670375557426791	-0.00537662522040673	-0.0110371332654945	0.0715921636206064	0.833190382137808	0.169581834828849	-0.0855302189852691
1:19501-19600	-1.2624204238907	0.229503410669539	-0.273551362795331	-0.163176947756719	-0.3250060734473	0.405274867758906	0.450104734150042	0.676429720424826	-0.00790784784564715	-0.42478310256479
1:20001-20100	-1.34348349902526	-0.194297972811235	0.00362098671771166	-0.318434830154446	0.0353906280594768	0.397615960189245	0.352452777315552	1.30219313090686	0.457498602565116	-0.165515073987641
