locus	tumor.female1	tumor.female2	tumor.female3	tumor.female4	tumor.female5	tumor.male1	tumor.male2	tumor.male3	tumor.male4	tumor.male5
1:1-100	-1.13227505935755	0.0528322327152128	0.276925792240518	-0.278579895817557	-0.207188200674152	0.23240508903286	-0.370009588038527	1.15591751108007	0.0687046980194889	-0.301838513135605
1:501-600	-1.05774117547626	-0.120982392273003	0.172934400976402	0.0399113801104562	0.197977357922791	0.16064386433278	-0.274452687295333	1.45860132538165	0.176926118250131	0.0492878650935642
1:1001-1100	-1.1790906209083	0.238609765264331	0.035985925217288	-0.205924502238921	-0.334753701233833	-0.100391312172215	-0.235413475359533	1.01731209723333	-0.225277471692426	-0.314417368098884
1:1501-1600	-0.802373781745377	-0.52510376776374	-0.0594871027081922	0.257159120270772	0.63495221997528	-0.0331286933172827	-0.0517305326774882	1.20889586843549	0.152777895183947	-0.0317221033764953
1:2001-2100	-1.0791946375743	-0.0420153364003923	0.012144193259154	0.139532062020069	0.175467310186156	0.0183682915716323	-0.195595194270803	1.51668483709794	0.0570331556446025	-0.00605967651079117
1:2501-2600	-0.807107009650962	0.0475448195136254	-0.215013974306431	0.0860956674697584	0.004229377242459	-0.193878290101393	0.44394004827577	0.521583821102477	-0.0948506124292051	0.0857919445561353
1:3001-3100	-1.13327467982789	0.153045750313218	0.0666802234375101	0.110395332353549	-0.00226601311354944	-0.311853370377349	0.146613844526903	1.22402063865434	-0.166889972774718	0.36167361734221
1:3501-3600	-0.866582376465314	0.142371738165481	-0.0679454845959165	0.186759347256275	0.0401536672176564	-0.227604447398912	0.565979047098664	0.726487737255745	-0.0205597671030801	0.531375129275603
1:4001-4100	-0.952533238385067	0.185419030241584	-0.23410002604775	0.0834408797851643	-0.0728032366234978	-0.13730146759336	0.224067324688812	0.878865203423899	-0.0855835615985135	-0.0272953428600462
1:4501-4600	-0.870521486406058	-0.145375501674482	0.239483834131103	-0.241214866853833	-0.0612162994690718	0.0695816592094669	0.077439209053849	0.601352187481974	0.0465712344979709	-0.082645944447599
1:5001-5100	-1.19999194920793	0.419949012035345	-0.00545093396625233	0.169611016558971	-0.103535560743416	-0.045223104449944	0.0913571567884303	1.50522438874366	0.0466266492854443	0.406583550322124
1:5501-5600	-1.36383650288713	0.54818538724213	0.249670286098495	-0.27824782647566	-0.565661168595429	0.172075690067402	-0.323220367805545	1.39048539138565	-0.0473515333941238	0.00856772737144489
1:6001-6100	-0.688498130011957	-0.0705937832768141	0.0698958517423422	0.0976722724473144	0.21714142748302	0.325668500729452	0.484659492546132	0.740000845243217	0.446477634472985	0.410342457075409
1:6501-6600	-0.973229399269469	-0.00163024430954422	-0.143407448725952	0.0913394332898296	0.111317488118526	0.157865366731556	-0.0469174516563084	1.25302720771635	0.169056482745039	-0.1537864516876
1:7001-7100	-1.06794173734366	0.261921124059342	-0.607181791690706	0.438849179214204	0.163727584230974	-0.400786938413106	0.119040360779711	1.38491589794418	-0.215437636317084	-0.083843888071685
1:7501-7600	-0.918711703778477	-0.0416441182184323	0.010996480861627	-0.220566481261197	-0.129594786977153	0.20756218957396	-0.102608001947673	0.765330876183844	0.0777317763381757	-0.438999985017221
1:8001-8100	-1.15293902336096	0.139013997966904	-0.107937417340593	-0.139649657226577	-0.240001845338195	-0.324850552071811	-0.265251473611265	0.995181089455657	-0.405536224290781	-0.471066391104318
1:8501-8600	-1.10429322699655	0.0419262771501147	0.250644452037778	-0.0330676660179834	-0.0159249664915583	0.100959418558769	-0.0916318996960435	1.31347127886884	0.108503970995771	0.199737138975207
1:9001-9100	-1.21351491100479	-0.257889079650899	0.344636468841994	-0.123909922226968	0.118645264878943	-0.360951257742113	-0.317687766856855	1.31129843550298	-0.274930934918445	-0.00779608815509826
1:9501-9600	-0.942321497564568	-0.222441544790336	0.397580708589313	-0.083202281798945	0.207283660784352	0.360551999947013	-0.0521437221417355	1.19345047765849	0.392546596251562	0.230302778863524
1:10001-10100	-0.878829627131554	0.0125195275943738	-0.274993904575815	0.0519947334381924	0.0335487516576273	-0.0533335101659282	0.128197984951198	0.771541096672834	-0.0340803833111524	-0.227136008408457
1:10501-10600	-1.08997310321153	0.193307333473678	-0.15839079207222	0.167116908203827	-0.0431784136352609	-0.504659323859383	0.193806752764809	1.03220475479481	-0.365526420949685	0.230512211899919
1:11001-11100	-1.00841946405201	-0.317195191707569	0.271155303890633	0.0385175652758013	0.255835773152912	-0.347601757230592	-0.0252283414589963	1.09361819876241	-0.188240326089177	0.228300384082237
1:11501-11600	-0.795448992540777	-0.308691906437692	-0.0181913517228928	-0.103881909132906	0.154630959699614	0.0569422437813394	-0.0165241108100964	0.673333531875646	0.0358755648254039	-0.317159323582825
1:12001-12100	-0.888684022393287	-0.1572406569443	-0.12526497266478	0.142685648503593	0.309163161898902	0.0381912959852892	0.159760122363979	1.13351677052298	0.184592806214079	0.00964787671438175
1:12501-12600	-1.10262861674681	0.136816147204267	0.0838312111710069	0.0786497941619901	-0.0276268523642437	-0.27422974456502	0.0195599849773967	1.16294298533506	-0.189521971896466	0.303079442983907
1:13001-13100	-0.931667162271222	0.215739111919008	0.1428149637408	-0.124370404559015	-0.275758369693849	-0.142335158320232	0.472088174359945	0.454211235024327	-0.0905252096518754	0.360753023725844
1:13501-13600	-1.17807220127194	-0.0773179009257223	0.289573861213064	-0.0594403983602034	-0.0548155888835746	-0.608465919099824	0.000751880833154139	0.997011158997818	-0.489410710562044	0.281395892115798
1:14001-14100	-1.16827538161864	0.205076745620774	0.198007141254658	-0.292167192275487	-0.394659971811113	-0.166555365558777	-0.0929529202832245	0.830530710978219	-0.269295515393463	-0.134072618273903
1:14501-14600	-0.849877798342288	-0.141960368083767	-0.192690188623979	0.117640330479608	0.237997700143144	0.200201710801012	-0.0648500228675217	1.10957803372892	0.208484045050314	-0.276138617342713
1:15001-15100	-1.02835417819334	-0.312220304450385	0.432021695912468	-0.447029589753352	-0.142856198133564	-0.150024687997239	-0.218160666980722	0.624463966806526	-0.250508590952237	-0.31281523729103
1:15501-15600	-0.97484672142542	-0.14885428889199	-0.047252902886472	0.183426759304658	0.295937925701207	0.101242107713866	-0.194151116115665	1.43682587108974	0.153270971697207	-0.0741698528207422
1:16001-16100	-0.875422076777564	-0.203611461880647	0.340350090513811	0.0555928301571387	0.184639730838418	-0.04773660755145	0.28788163947775	0.875030156916145	0.0986058531264084	0.563222123873902
1:16501-16600	-0.823665820972114	-0.302781190263234	-0.115351202294469	0.104071776153669	0.358318812747544	-0.115675862339497	0.15547351827114	0.884459730803323	0.0402036319998055	-0.0736148203018452
1:17001-17100	-1.11693097605282	0.369966291611136	0.019350532303391	0.0645857432322233	-0.172735475546521	0.0281138311608715	0.116428665324026	1.21074145270445	0.0565382198069552	0.2979375730708
1:17501-17600	-1.01969822976867	-0.0569236621075249	0.220619732335842	-0.0102001251703278	0.0960920973193361	0.0207857923091375	0.0706180525305239	1.1224569642733	0.102341024311698	0.262818098752562
1:18001-18100	-0.95392704911017	0.0710483076391162	-0.0475921861881335	0.0931658229061492	0.0511957137043682	0.0595490956203056	0.0598716469060186	1.07536210842741	0.0913759989150797	0.0411634137433692
1:18501-18600	-1.06827558270077	0.0202075973337309	0.175626901775768	-0.0531729918790538	-0.00710109258346854	0.106139927605789	-0.0961963713717616	1.22342620535932	0.0942043309468137	0.0806096145632865
1:19001-19100	-0.95729795039405	0.1764553496978	-0.124673341297668	0.018484453428736	-0.103880451397691	0.0591674104464327	0.0993013285932807	0.926244505099885	0.0419180473118355	-0.061991762087485
1:19501-19600	-0.913392282499831	0.377876737580747	-0.249444688375011	-0.149647680087572	-0.380153742206041	0.256552589744319	0.158697799971387	0.616191297344689	0.098685997112442	-0.375249805064421
1:20001-20100	-0.945978118141758	0.0146711396650535	0.112759077289505	-0.0732457039451731	0.0108488643001504	0.427200210933575	-0.0664514217217485	1.14300425269956	0.366817723225532	-0.103693583534488
1:20501-20600	-1.03417848526118	0.0804482727014469	0.196096945773421	-0.104055033953834	-0.184168101336031	-0.154086580783849	0.0987924874874797	0.83692949558281	-0.157140905890455	0.174703988105235
1:21001-21100	-1.04664094001358	0.0303875436266053	0.0504296462967401	0.0840274035123413	0.0507133184883659	-0.219621766161098	0.0920119887669082	1.11678697095667	-0.107233110337518	0.258480811821922
1:21501-21600	-1.10113134977045	-0.0222653594886248	-0.189149249356603	0.239934543641792	0.130362848196988	-0.53432658427556	-0.0876538038009289	1.27304874524036	-0.401907986603431	0.00909164119004649
1:22001-22100	-0.933298822755127	-0.177930067475277	0.183786764950301	-0.150572299886744	0.0179190709245963	0.0534710775395471	-0.0638421705597279	0.8996386086014	0.022247918889312	-0.176655641684613
1:22501-22600	-1.06965863364095	0.135492492227819	-0.351968945751001	-0.0201011881523069	-0.0703601032909342	0.0875364077195681	-0.300908720723629	1.22864200731395	-0.0206270949304779	-0.661148447678666
1:23001-23100	-0.80437824770396	-0.285271654668854	-0.169772192702602	0.193615793982795	0.335079084162176	-0.194730870772717	0.0591510779298703	0.890108923600604	-0.0639944874629985	-0.111048511719443
1:23501-23600	-1.04246886296629	0.010567302868241	0.0858184459108894	0.00617170794195557	0.0631295105916636	0.0865433902760336	-0.141837724895103	1.2554272058973	0.0885279023858974	0.0209437191304735
1:24001-24100	-1.23289467420492	-0.0172609599904702	0.264325341846105	-0.227295731264371	-0.187100396707649	-0.105575487677772	-0.393685278585152	1.28036525337581	-0.216470495989451	-0.259813767893166
1:24501-24600	-0.803143237293136	0.148118533040248	-0.374165288247645	-0.044059643089842	-0.151011991393175	0.347154835382389	0.140152228012501	0.661419749944696	0.20620035312009	-0.442481367989596
1:25001-25100	-1.12251703713734	0.242272485680935	0.0731360721175817	0.044000177367394	-0.144898657411627	-0.15815573881522	0.0926308004041689	1.13808224842382	-0.110163903835126	0.305981014986993
1:25501-25600	-1.24644736830239	0.113222825279658	0.269887220682941	-0.126313876136952	-0.175654786120563	-0.0922854922926099	-0.357031438150648	1.3383489974639	-0.169866394488488	0.0109291790785006
1:26001-26100	-1.1716342064768	0.0968694865141219	-0.0731585675644684	0.0908421374579163	0.0198923985253277	0.00284774724759445	-0.378128814946263	1.56341572476232	-0.0368411031845316	-0.249124191347469
1:26501-26600	-0.971591565239702	0.45525197987033	0.285849212664401	-0.177132922764115	-0.413604635190872	0.40559210941671	0.416960249019613	0.715917522721059	0.342829259032926	0.511266003245953
1:27001-27100	-1.0203843635552	-0.26986225663369	0.00978349744515501	0.340003400798645	0.497880318750923	-0.338566969500212	-0.0109142562056139	1.50127522638124	-0.0810629357660414	0.334444384941494
1:27501-27600	-0.983374712786626	-0.144105909756236	0.368842650582269	-0.137614876143643	0.0195597070264954	-0.0338757536333	0.0648348915888302	0.877462572432386	0.0212614046755491	0.250450103642152
1:28001-28100	-1.13536640751121	-0.12550892373673	0.518952512086924	-0.0625376201691314	0.0755276995961251	-0.133503572517355	-0.105303740844686	1.30317315666522	-0.039067954929269	0.429169269254714
1:28501-28600	-0.920699375330749	0.172372249086015	-0.171004669972341	0.0670978221888564	-0.029808858978081	0.181114848372662	0.138922631771073	0.993684647211143	0.171458571032556	-0.0544637782405158
1:29001-29100	-1.24451285960114	0.0120928386496321	0.0579822535564157	0.00662943252089546	-0.0373710049659032	-0.406964248336665	-0.307952815793286	1.36844268820806	-0.377731624213165	-0.0969318414805293
1:29501-29600	-1.24323911780361	0.33568525825165	-0.150435378318812	0.205177419163811	-0.0820790090788222	-0.0865752888700027	-0.274296673119312	1.70614506523129	-0.0945174729925684	-0.00627189334795643
1:30001-30100	-0.995617824608377	0.275615885665581	0.280095326986974	-0.0907730931305557	-0.196618788394823	0.195876358513101	0.338858087852579	0.927570599513537	0.231199180925611	0.528636286766876
1:30501-30600	-1.13054061205752	0.348361594770869	-0.0923469789460119	0.0384985632616179	-0.183221710395295	0.0635050621855292	-0.0380441837468224	1.27464343418531	0.0209203530127906	-0.0154979453863574
1:31001-31100	-1.03236474851281	0.180579740949848	0.0465856018373229	-0.154955956561259	-0.20783512029766	0.269266075422855	-0.0878681111435654	1.03331811492708	0.147460082265227	-0.207635524257453
1:31501-31600	-1.07981281386861	0.110661804749965	0.084912838389549	-0.0836425905310838	-0.116270036837613	0.0942281091116039	-0.109200116771934	1.19518249622381	0.0385592940023643	-0.0770028506198897
1:32001-32100	-1.07072180891649	-0.108549886662526	0.335186753975623	-0.181437948174878	-0.127015388141474	-0.317394284048496	-0.0255956975996496	0.820467255859067	-0.304417814680681	0.117951611048282
1:32501-32600	-0.942915278405664	-0.214714269594509	0.0438680029448526	0.110254615610483	0.262201757328185	-0.304853915637503	0.0836702420677335	0.973937488629154	-0.135985610284411	0.137843067831481
1:33001-33100	-0.980953781962314	0.183572108706139	-0.0560418030251561	-0.194918367584762	-0.28252910956692	0.126756566331443	0.0230961374548623	0.762335223988469	-0.00297470819692792	-0.298584771417886
1:33501-33600	-0.822830946951487	-0.240691632303962	-0.271614750164602	0.125805243038627	0.291806967264753	-0.0750450571299512	0.0606884204808808	0.89182937044284	0.0113031790204781	-0.301310833879081
1:34001-34100	-1.15398783252151	0.211072696603257	0.391688887906796	-0.252091313639856	-0.383454518081873	-0.333104640171384	0.198710185389756	0.699919555388847	-0.322350553544745	0.416738134743741
1:34501-34600	-1.09291348958368	0.0311641105514017	0.162651892453075	0.114884449243231	0.147172362353736	0.209487672801089	-0.0630140902315177	1.56229023384389	0.273955181420245	0.29611016582341
1:35001-35100	-1.01795130619858	-0.0646930548348007	-0.066203120715682	0.140421706066742	0.13118867839932	-0.407974515195036	0.0803987723024672	1.07197022655452	-0.262754109100303	0.0886569333924502
1:35501-35600	-1.04975625242593	0.444477142432322	-0.305609192679471	0.178581251546423	-0.133626004053687	0.0583128579526387	0.141668471907587	1.21528880323868	0.0792997112935647	0.0296179263480441
1:36001-36100	-0.97509366085425	-0.0975682019266478	0.139055181464914	-0.0572371954996367	0.0256816925993581	-0.0672451036066769	-0.0235824330062567	0.958890893066632	-0.0416159361816273	-0.0232998811887609
1:36501-36600	-1.03615382902947	-0.253219710594964	0.0688385041924056	0.0480603276088561	0.206019761601409	-0.336306151384648	-0.0926737200519458	1.11337403318427	-0.22526920298699	-0.0402922099977822
1:37001-37100	-1.14231803454755	-0.168935612798147	0.405695200593595	-0.262178497126414	-0.0865591472633272	-0.197195959128664	-0.233780014145143	1.05217308090297	-0.228574291773207	-0.0210440464531122
1:37501-37600	-0.775721005964945	-0.304779737671692	-0.242676195262418	0.295689218573881	0.459698878882114	-0.113567071409231	0.0945029078658967	1.03156226695742	0.0579661550881825	-0.0648607321182722
1:38001-38100	-0.815880661744997	0.312588068095288	-0.429862144019805	0.169795918026397	-0.0512066209847089	0.320094216934165	0.324554853273515	0.865705088184366	0.310867667325365	-0.087693882086548
1:38501-38600	-0.808051015705783	0.0586399111510874	-0.723918534843582	0.230595629149742	0.0787027902811521	-0.24899913001877	0.15305453085907	0.701507727485317	-0.221522290802178	-0.612566543800802
1:39001-39100	-1.05952966909049	0.196420153325763	-0.369075946810044	0.304707335372284	0.0580598538156005	-0.380437988207219	0.0688539304723981	1.25453370890931	-0.248582257700112	-0.0239965202083453
1:39501-39600	-1.12598213516861	-0.118486954662208	0.337543795045307	-0.223848112391226	-0.0430275973654127	0.178421826933839	-0.338645428420198	1.29870585913624	0.0839440041568408	-0.17280269990592
1:40001-40100	-0.98403014492825	0.172056888878831	-0.250912362677669	0.0271769147453244	-0.0623425874772799	0.263176736273668	-0.0745873353670996	1.17895079055121	0.177300062958876	-0.304445505944214
1:40501-40600	-0.747278631381174	-0.151664826789283	-0.116260205556602	0.0254803744046004	0.122935277394659	-0.132525504717985	0.367867530551053	0.457000922278694	-0.0347596126139105	0.026881564811141
1:41001-41100	-1.01128232508075	-0.335683912879625	0.127687477289816	-0.0161568132505491	0.282088840602059	-0.0357588402834726	-0.282992928806157	1.26608628873403	0.00806393085585445	-0.196560274245686
1:41501-41600	-1.04899034770727	0.236032363496209	-0.267996266896193	0.174832074577036	0.000525646773076836	0.0814175903693696	-0.0736057690025934	1.36923237514813	0.0809167784852126	-0.102884670392046
1:42001-42100	-0.956875721827091	-0.378920558711527	0.243005471581496	-0.172442944977493	0.170270338752859	0.0746695701165862	-0.307442278671145	1.00344833711651	0.0393890375623645	-0.306191648293348
1:42501-42600	-0.80216172169671	-0.392347782667802	0.0211218030324903	0.0255487068870819	0.339688088883716	0.0796189331472297	-0.0389326475045606	0.95063162800354	0.146349986813489	-0.20661549728738
1:43001-43100	-0.83018902678854	-0.249718296297027	-0.07125922784853	0.15477863005904	0.338788168597931	-0.0724416059307981	0.181660664431293	0.985144764642592	0.0781377980273255	0.100475612221553
1:43501-43600	-0.958355537804373	0.222326969996916	-0.233424307195963	0.072145958957243	-0.0671729603789931	0.164237276479577	0.0496044116159602	1.08361161949958	0.128362212166709	-0.150996235178761
1:44001-44100	-0.794070990530456	-0.430192810663406	0.200006738996971	-0.0708767901906043	0.316024848065931	0.246112502144027	-0.0317441230017385	0.87164109310576	0.284283010174581	-0.102708247894866
1:44501-44600	-0.982219286052159	-0.0428026008048433	0.0264431539283015	-0.166815664566998	-0.0970792315632277	-0.0556017907105557	-0.0421776049639237	0.79669713842246	-0.099476078679912	-0.286410522443612
1:45001-45100	-1.06009074616808	0.0878755343101065	-0.0667992764286384	-0.091845765272972	-0.135970735759069	-0.060022013419919	-0.129497568104418	1.01225030025954	-0.128694925776388	-0.272683419765831
1:45501-45600	-1.1143899009985	0.270466356873234	-0.0740594166312995	0.129523686302837	-0.0699363043907977	-0.116539770193121	0.0413839492042184	1.26874181880539	-0.0465182744186237	0.216166769245825
1:46001-46100	-0.949049843563744	-0.15654786897133	0.0476425574070682	-0.156587575225025	0.00838923754366241	0.0062366313885345	-0.136664641007252	0.857857024523728	-0.0530510648098201	-0.364540264089978
1:46501-46600	-0.916114268667006	-0.115466428056634	-0.0309270788649049	-0.232946407362266	-0.0786444855842274	0.0330854409022541	-0.101465756623882	0.693246258446227	-0.0676984575543337	-0.517359027056137
1:47001-47100	-1.14368673828833	0.398869084655913	-0.0116801740631882	-0.0480986527915821	-0.2760475842886	0.188411692654765	-0.0605338997849741	1.24452804592933	0.106288374583492	-0.0389130610667483
1:47501-47600	-1.12388845726357	-0.0159107800417579	0.352473860556602	-0.210267243007273	-0.128356219584466	-0.0968050907619621	-0.161213803881544	1.05544922426687	-0.111923031346698	0.0369088176624645
1:48001-48100	-0.889787921928479	-0.116996992589447	0.164351620264961	-0.0330172672144632	0.109090247547161	0.267518556838615	0.0620128541020625	0.998316017755096	0.279072032769409	0.132579122361792
1:48501-48600	-0.931451684072715	-0.182382619849431	-0.0371617955662685	0.278516264498788	0.363015717615099	-0.213502308256398	0.127037201026638	1.2455233646107	-0.00211865939547792	0.266004837204726
1:49001-49100	-0.91457115824193	-0.0894277205199587	-0.362366081654086	0.147696907531798	0.143409328622856	-0.297414711995509	2.65760358198752e-05	0.930481537722026	-0.227283934629594	-0.374662029986204
1:49501-49600	-0.999959204038468	0.185673454396345	0.00255001529407548	0.00868424609360384	-0.0908556711846486	0.173949977109423	0.0743687742063881	1.08051290760039	0.157785751306925	0.0878916164392238
1:50001-50100	-0.99575198559406	0.229019796584441	-0.161340743732516	-0.0274262799675002	-0.201030253423397	0.00409406266763124	0.072146013303695	0.895808946578673	-0.0562188545617029	-0.150214181183811
1:50501-50600	-0.536963353046692	-0.469975348939521	0.0881227921178479	-0.0513539595251902	0.354188659004846	0.227118615403789	0.41623709156815	0.305906903143263	0.33749229142008	0.0233358720472941
1:51001-51100	-0.967279458836239	0.185307699509446	-0.0432906709350249	-0.097602763518431	-0.22216649363544	-0.0570501117820754	0.172740716480778	0.716791214374054	-0.0898681007283974	-0.0824851721823914
1:51501-51600	-1.18430878628551	0.208448831273088	0.0797101936259429	-0.204635497492359	-0.343569053795019	-0.2179094057997	-0.191656966878947	0.955809471790856	-0.318332060355886	-0.262940172859835
1:52001-52100	-0.895370805888747	0.0390669518337543	-0.551389221901998	0.510644219511136	0.436551847386673	0.18147426615962	0.00166908730574328	1.57605425453491	0.310360285417645	-0.0926572270842514
1:52501-52600	-0.984030391892154	0.131547783316898	-0.291047587024665	0.270355816953824	0.120628367924003	-0.0745830835381277	0.085901810805151	1.26017506729149	0.021254027516736	-0.0185076360161128
1:53001-53100	-1.09109509840389	0.227093398814922	0.146271974039951	-0.0143295831292586	-0.113876340394094	0.160292180878066	0.00690880077963848	1.25245228229796	0.148551719491389	0.226822542824662
1:53501-53600	-0.962844797120081	0.0215476370431466	0.0888919781272475	-0.0441797387724114	-0.0145647587896385	0.10377885559742	0.00343556343958371	0.981996296990148	0.0952669145777531	0.0248681996384584
1:54001-54100	-1.03108962817475	-0.0152614396579466	0.0356254938215049	0.0280184976355883	0.0177643928304041	-0.190602824676972	0.013246833151579	1.07616088196588	-0.135551658655667	0.0382997193950251
1:54501-54600	-1.01875816317884	-0.284926517291198	0.247547443433459	-0.140323356752025	0.115906822988843	0.0780951289768399	-0.322123849293795	1.16905116989175	0.0375174581814381	-0.226443922970957
1:55001-55100	-0.914925853401139	0.30100566329452	-0.354177157990219	0.280942747047324	0.0160207597820619	0.0296208545450857	0.345101155271458	1.06110434949202	0.12200066282543	0.149741569714518
1:55501-55600	-0.939043773617659	-0.0252285845920725	-0.0934425296655141	0.0297453835521316	0.0258544489369189	0.0969681500384666	-0.169147791276612	1.04102681699487	0.0374245918190266	-0.271001128644488
1:56001-56100	-0.973706395069502	0.0680032913476415	-0.1352295501279	0.330844425662651	0.302925731795891	0.0357580165833659	0.205299822124766	1.41112154526138	0.237127210641123	0.386312622705256
1:56501-56600	-1.08309051067722	-0.047644459083048	0.0942680255637885	-0.0374861491933615	-0.0394778029210226	-0.379830586369603	-0.0750064219652943	1.00543491536214	-0.340518215214898	-0.0171035686377815
1:57001-57100	-1.04538337158073	-0.344050517104595	0.483866500461004	-0.277959098872743	0.0869750683509787	-0.0534290197195113	-0.165936202822434	0.962483085887985	-0.0400585826569717	0.00238119985073157
1:57501-57600	-1.17409246065123	0.305824212611869	0.0233498726757197	-0.0112475078088494	-0.207735671853649	-0.148530841615408	0.0568529745669366	1.18735936314364	-0.128680543485522	0.196287329803222
1:58001-58100	-0.889556141721564	-0.291489385076184	0.134602690338221	0.0948173322367521	0.237892993969892	-0.691765155288695	0.439688737079608	0.557708965393459	-0.402133142497776	0.483088874442988
1:58501-58600	-0.969415605738129	0.122903290139153	-0.473331540300052	0.401969772350383	0.234750182285408	-0.354653634383157	0.164927684383863	1.24436309925455	-0.151818719546922	0.029457114847537
1:59001-59100	-0.778274410309357	-0.0837833517711626	-0.202877343882775	0.352151755547086	0.385597111306464	-0.0134923779970954	0.338360396773892	1.04992634662554	0.205315740059891	0.321533238431514
1:59501-59600	-0.661089057191005	-0.136210413314552	0.000986166599970952	-0.0760468626497542	0.0628333932238732	0.380199984791697	0.282663482527984	0.453228340841738	0.346387904182769	-0.0970157782061963
1:60001-60100	-0.907727557980573	-0.0490883235137433	-0.164926450738885	-0.00544598501070029	0.01691295178141	0.0419076899511341	-0.0859524387949376	0.913276059433991	-0.0116246732866552	-0.372101082921789
1:60501-60600	-1.00124355893772	0.0284461399207003	0.119855767511202	0.0147230906648125	0.0162011632787778	0.0137040695590183	0.0650254884614824	1.09593282281549	0.0527722491132763	0.170853265891562
1:61001-61100	-0.774180003723797	-0.0110818122828849	0.0738670083907373	-0.36013498721867	-0.265718771583689	0.188753453672323	0.31735113294541	0.128653721058997	0.0749949299848423	-0.243292907943427
1:61501-61600	-0.784233320709676	-0.389004243522672	0.260140001558877	-0.156529718848779	0.15238212825509	-0.258426531051145	0.290579661157849	0.377333159710449	-0.133181656010287	0.163016709731098
1:62001-62100	-0.831858902984427	-0.467722964920309	0.0560922063618283	0.140612418786827	0.458414489466954	-0.242661874909452	0.0757588003330847	0.945613765324628	-0.0450444767471453	0.0942667429982858
1:62501-62600	-0.87397222570147	0.191636785143335	-0.409597626109908	0.306543731435989	0.139010292814057	0.0176128942059106	0.194685143849485	1.08419717162631	0.106133230567917	0.0176309992898496
1:63001-63100	-0.915699395435475	-0.300811515977403	0.273405399570553	-0.0604177962943362	0.254852087595572	0.252363586241763	-0.0919960867283294	1.12698051163762	0.290179375538466	0.0364107019563006
1:63501-63600	-1.07489545019173	-0.19588386874068	0.112144740630068	-0.295833125332232	-0.0943614511486847	-0.181732825541872	-0.316701382371756	0.851754730537735	-0.270078224703511	-0.580946186155642
1:64001-64100	-1.03948298213206	-0.126007162071514	-0.234479519705704	0.433834463843845	0.45810473662001	-0.46971104848381	-0.00468673191482636	1.50410903731881	-0.189957688895418	0.191841001292447
1:64501-64600	-1.14776605406341	0.565185076706259	-0.110693340755834	0.0791965495759323	-0.300168827694315	0.0330961833769358	0.191245462999558	1.21559471561443	0.0341058958335174	0.318505563355276
1:65001-65100	-1.05825066719804	0.381525887117647	-0.245340770086115	-0.0451246830115336	-0.320055318647319	-0.085953238862648	0.0922076745797243	0.899253396472885	-0.152397364698112	-0.232259675522669
1:65501-65600	-1.10323029921769	-0.122109085963407	0.303192912368109	-0.302299288970478	-0.156338125203019	-0.0156068264310836	-0.366801387745297	0.984436783984472	-0.153469265460505	-0.347318280923102
1:66001-66100	-0.920739076452522	-0.0426206968431457	0.0664000964278997	-0.0931208766797354	-0.0267284625084423	0.0738479400678383	0.0288272831849158	0.843313365648759	0.0480789439384183	-0.0956085670082015
1:66501-66600	-1.04952736084382	0.0364801486490093	0.106948082204166	-0.0246894125328602	-0.0842243422408666	-0.350124557161614	0.109069167042674	0.877489015770625	-0.273848797120548	0.198356800981623
1:67001-67100	-1.07786841771754	0.331622505209339	-0.00459629399984429	-0.127012634876935	-0.315745787855793	0.221020417692816	-0.020697454807558	1.04941835062704	0.0969739486951929	-0.121045534964641
1:67501-67600	-1.13442711598505	-0.0140513082173371	0.0217293134252054	-0.0726886621895649	-0.0146710583105131	0.0627363598507371	-0.426597530066892	1.38436079658005	-0.0266553843126731	-0.428518552348294
1:68001-68100	-1.02898835839045	0.134049112883271	0.301778243489697	-0.245550695226986	-0.263785764255115	0.168078533931855	0.0627860493952955	0.836336457482446	0.0907271041060756	0.141257227757833
1:68501-68600	-1.01557128383107	-0.0325949438311333	0.108568917884847	-0.124742019190703	-0.0697346008301066	0.0161528519885057	-0.0849419537378603	0.967825631525491	-0.026175461278196	-0.140257276787974
1:69001-69100	-0.922082366279856	0.282453876634519	-0.363029698309417	0.175229845048928	-0.0703877902493403	-0.0176427547389477	0.281144881955914	0.947626338857258	0.0267802759210737	-0.0104698348431388
1:69501-69600	-0.99708356505813	-0.119267610081192	0.437141772246677	-0.155538065679997	-0.0545639779744326	-0.0931119423674449	0.119103381267509	0.826523062575324	-0.0450875337869742	0.351070913062689
1:70001-70100	-0.951174373714726	0.331349808059816	-0.236934526018958	0.162525613717519	-0.0973085513093724	-0.153143759430179	0.386439705269737	0.870671759888557	-0.0492739618567117	0.248945263394977
